"ExperimentName","Subject","Session","Procedure.Block.","Running.Block.","Trial","cue_target","Direction","ListNum","JOL","JOL_RT","Group","Recall_prompt","Response","Response_RT","Group.1","Procedure.Trial..1"
"D_JOL C 2",123,1,"BlockProc1","Block1",78,"Waste - Dump","S",44,85,7887,1,NA,NA,"garbage",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",46,"Jury - Trial","S",45,90,4026,1,NA,NA,"duty",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",7,"Design - Architecture","S",46,10,2353,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",28,"Bar - Grill","S",47,80,3676,1,NA,NA,"party",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",61,"Liver - Kidney","S",48,100,3011,1,NA,NA,"body",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",47,"End - Begin","S",49,100,3125,1,NA,NA,"begin",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",84,"Wind - Blow","S",50,70,6319,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",35,"Soda - Pop","S",51,100,15349,1,NA,NA,"pop",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",13,"Cheese - Wine","S",52,90,4767,1,NA,NA,"chips",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",39,"Toilet - Bathroom","S",53,90,4389,1,NA,NA,"bathroom",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",42,"Decision - Choice","S",54,40,9055,1,NA,NA,"choice",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",19,"Foot - Shoe","S",55,90,2430,1,NA,NA,"feet",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",24,"Future - Past","S",56,100,7124,1,NA,NA,"present",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",38,"Salad - Lettuce","S",57,100,2436,1,NA,NA,"lettuce",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",68,"Bee - Honey","S",58,90,2478,1,NA,NA,"hive",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",56,"Child - Baby","S",59,100,3124,1,NA,NA,"adult",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",45,"Round - Circle","S",60,10,19992,1,NA,NA,"circle",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",81,"Clutter - Pusher","U",61,10,3361,1,NA,NA,"messy",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",54,"Sacking - Dietary","U",62,10,3360,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",8,"Hungry - Park","U",63,10,2001,1,NA,NA,"food",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",72,"Woman - Lift","U",64,85,5203,1,NA,NA,"lift",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",58,"Belt - Soon","U",65,10,2295,1,NA,NA,"tight",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",11,"Floor - Discover","U",66,7,2531,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",22,"Business - Death","U",67,10,2576,1,NA,NA,"card",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",69,"Sight - Debate","U",68,70,3269,1,NA,NA,"see",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",66,"Bronze - Artery","U",69,5,5042,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",63,"Hand - Fix","U",70,30,3986,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",21,"Position - Machine","U",71,12,4337,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",33,"Car - Happy","U",72,45,3197,1,NA,NA,"start",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",30,"Tuck - Allow","U",73,10,2673,1,NA,NA,"in",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",41,"Lion - Art","U",74,20,2519,1,NA,NA,"king",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",80,"Accident - Strong","U",75,20,1678,1,NA,NA,"collision",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",43,"Riddle - Sugar","U",76,0,1681,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",36,"Add - Valley","U",77,10,3524,1,NA,NA,"subtract",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",59,"Would - Cash","U",78,20,4345,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",75,"Sick - Hide","U",79,40,7194,1,NA,NA,"ache",1,"recallproc1"
"D_JOL C 2",123,1,"BlockProc1","Block1",20,"Vase - King","U",80,25,4918,1,NA,NA,"flowers",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",45,"Enough - Full","F",1,85,7827,1,NA,NA,"full",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",85,"Sip - Drink","F",2,40,7944,1,NA,NA,"drink",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",24,"Cave - Dark","F",3,100,6450,1,NA,NA,"dark",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",33,"Seize - Take","F",4,100,2145,1,NA,NA,"take",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",59,"Growth - Height","F",5,45,5594,1,NA,NA,"height",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",34,"Word - Sentence","F",6,30,4872,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",56,"Wasp - Bug","F",7,90,5004,1,NA,NA,"bug",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",43,"Division - Math","F",8,19,8154,1,NA,NA,"mathematics",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",22,"Attorney - Law","F",9,100,3208,1,NA,NA,"law",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",77,"Fantastic - Great","F",10,100,3709,1,NA,NA,"great",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",18,"Latch - Key","F",11,100,5694,1,NA,NA,"key",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",41,"Chili - Hot","F",12,90,4282,1,NA,NA,"hot",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",54,"Racket - Ball","F",13,99,3241,1,NA,NA,"ball",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",14,"Chore - Work","F",14,50,4589,1,NA,NA,"ork",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",55,"Famine - Hunger","F",15,65,5024,1,NA,NA,"hunger",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",42,"Drowsy - Sleep","F",16,24,10354,1,NA,NA,"sleep",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",53,"Stench - Smell","F",17,100,2907,1,NA,NA,"smell",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",79,"Attire - Clothes","F",18,100,1794,1,NA,NA,"clothes",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",62,"Pilot - Plane","F",19,100,5064,1,NA,NA,"plane",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",83,"Blaze - Fire","F",20,76,20442,1,NA,NA,"fire",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",37,"Bad - Delinquent","B",21,100,5399,1,NA,NA,"delinquent",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",47,"Stomach - Digestion","B",22,74,6899,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",74,"Money - Wage","B",23,30,7041,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",31,"News - Editor","B",24,64,9616,1,NA,NA,"chisel",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",46,"Sting - Hornet","B",25,91,9181,1,NA,NA,"editor",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",30,"Cold - Bitter","B",26,20,8563,1,NA,NA,"hornet",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",44,"Plant - Root","B",27,4,4217,1,NA,NA,"bitter",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",38,"Bird - Swan","B",28,69,18656,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",35,"Dog - Paw","B",29,70,8294,1,NA,NA,"swan",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",36,"Out - Way","B",30,76,4443,1,NA,NA,"paw",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",64,"Clean - Hygiene","B",31,79,5785,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",16,"Water - Bridge","B",32,100,2938,1,NA,NA,"hygiene",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",19,"Rock - Geology","B",33,93,5079,1,NA,NA,"bridge",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",66,"War - Revolution","B",34,97,4048,1,NA,NA,"geometry",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",40,"Talk - Discussion","B",35,2,4118,1,NA,NA,"revolution",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",60,"Cow - Herd","B",36,21,6198,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",8,"Card - Credit","B",37,100,4761,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",69,"Flower - Orchid","B",38,83,7667,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",32,"Fish - Tuna","B",39,99,6511,1,NA,NA,"orchid",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",51,"Hammer - Chisel","B",40,60,5768,1,NA,NA,"tuna",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",13,"Assignment - Due","S",41,90,3112,1,NA,NA,"number",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",23,"Amount - Number","S",42,100,42063,1,NA,NA,"due",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",7,"Site - Location","S",43,98,14710,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",80,"Waste - Dump","S",44,100,3087,1,NA,NA,"dump",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",82,"Jury - Trial","S",45,67,3401,1,NA,NA,"trial",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",25,"Design - Architecture","S",46,40,4548,1,NA,NA,"architecture",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",6,"Bar - Grill","S",47,90,18404,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",57,"Liver - Kidney","S",48,94,5516,1,NA,NA,"kidney",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",70,"End - Begin","S",49,92,5604,1,NA,NA,"begin",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",72,"Wind - Blow","S",50,70,3171,1,NA,NA,"blow",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",71,"Soda - Pop","S",51,100,9055,1,NA,NA,"pop",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",68,"Cheese - Wine","S",52,100,4410,1,NA,NA,"wine",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",84,"Toilet - Bathroom","S",53,4,2912,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",50,"Decision - Choice","S",54,50,2369,1,NA,NA,"choice",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",81,"Foot - Shoe","S",55,88,8346,1,NA,NA,"shoe",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",39,"Future - Past","S",56,100,2397,1,NA,NA,"past",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",27,"Salad - Lettuce","S",57,80,7107,1,NA,NA,"shrimp",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",58,"Bee - Honey","S",58,99,1868,1,NA,NA,"honey",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",48,"Child - Baby","S",59,1,11414,1,NA,NA,"baby",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",29,"Round - Circle","S",60,87,11007,1,NA,NA,"circle",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",21,"Clutter - Pusher","U",61,2,4231,1,NA,NA,"math",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",9,"Sacking - Dietary","U",62,15,4216,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",76,"Hungry - Park","U",63,12,10216,1,NA,NA,"famine",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",11,"Woman - Lift","U",64,85,6143,1,NA,NA,"lift",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",28,"Belt - Soon","U",65,60,3214,1,NA,NA,"soon",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",61,"Floor - Discover","U",66,30,8667,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",67,"Business - Death","U",67,90,2567,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",65,"Sight - Debate","U",68,40,5952,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",10,"Bronze - Artery","U",69,20,3465,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",15,"Hand - Fix","U",70,76,16230,1,NA,NA,"fix",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",78,"Position - Machine","U",71,50,5306,1,NA,NA,"machine",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",26,"Car - Happy","U",72,70,4711,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",20,"Tuck - Allow","U",73,5,4150,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",75,"Lion - Art","U",74,70,6450,1,NA,NA,"art",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",52,"Accident - Strong","U",75,0,3003,1,NA,NA,"strong",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",12,"Riddle - Sugar","U",76,10,5291,1,NA,NA,"paper",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",63,"Add - Valley","U",77,2,4676,1,NA,NA,"valley",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",49,"Would - Cash","U",78,10,11281,1,NA,NA,"cash",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",17,"Sick - Hide","U",79,48,5901,1,NA,NA,"",1,"recallproc1"
"D_JOL C 2",127,1,"BlockProc1","Block1",73,"Vase - King","U",80,40,5253,1,NA,NA,"king",1,"recallproc1"
"D_JOL C 2",116,1,"BlockProc2","Block2",60,"Flip - Turn","F",1,30,4868,1,NA,NA,"turn",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",29,"Windshield - Car","F",2,30,4270,1,NA,NA,"glass",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",52,"Villain - Bad","F",3,70,5232,1,NA,NA,"enemy",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",59,"Penguin - Bird","F",4,40,3734,1,NA,NA,"bird",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",15,"Actress - Star","F",5,45,3752,1,NA,NA,"star",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",9,"Thimble - Thread","F",6,20,5310,1,NA,NA,"sew",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",65,"Revenge - Even","F",7,20,3044,1,NA,NA,"even",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",48,"Balloon - Pop","F",8,670,6915,1,NA,NA,"air",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",50,"Strawberry - Fruit","F",9,40,3958,1,NA,NA,"fruit",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",19,"Favorite - Best","F",10,30,5753,1,NA,NA,"person",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",77,"Panther - Cat","F",11,10,4265,1,NA,NA,"cat",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",58,"Breakable - Glass","F",12,20,3419,1,NA,NA,"broken",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",43,"Coffin - Dead","F",13,30,2431,1,NA,NA,"dead",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",56,"Aircraft - Plane","F",14,60,3643,1,NA,NA,"plane",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",10,"Sardine - Fish","F",15,40,3999,1,NA,NA,"fish",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",78,"League - Baseball","F",16,40,2260,1,NA,NA,"baseball",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",45,"Banker - Money","F",17,40,2976,1,NA,NA,"money",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",75,"Truthful - Honest","F",18,0,14474,1,NA,NA,"honest",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",69,"Nap - Sleep","F",19,100,8236,1,NA,NA,"sleep",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",66,"Brawl - Fight","F",20,50,6350,1,NA,NA,"fight",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",74,"Long - Extension","B",21,0,2630,1,NA,NA,"short",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",22,"Game - Clue","B",22,20,3512,1,NA,NA,"play",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",23,"Tie - Shoelace","B",23,30,2865,1,NA,NA,"tree",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",21,"Mystery - Detective","B",24,40,3444,1,NA,NA,"bow",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",35,"End - Adjourn","B",25,0,3153,1,NA,NA,"clues",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",79,"Dog - Furry","B",26,20,2914,1,NA,NA,"begin",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",42,"Trash - Litter","B",27,2,1800,1,NA,NA,"food",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",11,"Red - Cherry","B",28,40,2968,1,NA,NA,"dispose",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",63,"Head - Scalp","B",29,30,2794,1,NA,NA,"blue",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",71,"Car - Driver","B",30,10,2442,1,NA,NA,"feet",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",80,"Cut - Chop","B",31,10,5224,1,NA,NA,"vehicle",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",46,"Donkey - Mule","B",32,60,3929,1,NA,NA,"shear",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",68,"Paper - Document","B",33,10,3472,1,NA,NA,"mule",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",49,"Smell - Incense","B",34,0,3806,1,NA,NA,"cut",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",83,"Eat - Dine","B",35,20,3576,1,NA,NA,"odor",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",85,"Scissors - Shears","B",36,8,5342,1,NA,NA,"drink",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",28,"Fight - Feud","B",37,20,4619,1,NA,NA,"shears",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",57,"Plant - Cactus","B",38,2,2246,1,NA,NA,"brawl",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",31,"Cold - Chill","B",39,40,3705,1,NA,NA,"chill",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",62,"Love - Affection","B",40,20,3255,1,NA,NA,"heart",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",18,"Shave - Razor","S",41,50,3591,1,NA,NA,"hair",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",44,"Equal - Rights","S",42,80,5703,1,NA,NA,"rights",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",6,"Jar - Mason","S",43,30,4141,1,NA,NA,"jam",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",72,"Wax - Candle","S",44,40,3430,1,NA,NA,"candle",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",39,"Bracelet - Wrist","S",45,20,2645,1,NA,NA,"car",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",67,"Carbon - Element","S",46,30,3231,1,NA,NA,"dioxide",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",27,"Away - Gone","S",47,50,4712,1,NA,NA,"far",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",51,"Drink - Water","S",48,NA,1567,1,NA,NA,"soda",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",26,"Ground - Earth","S",49,40,3277,1,NA,NA,"earth",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",82,"Lonely - Alone","S",50,20,12178,1,NA,NA,"alone",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",54,"Seatbelt - Safety","S",51,20,4424,1,NA,NA,"water",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",53,"Lie - Truth","S",52,40,4783,1,NA,NA,"safety",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",37,"Communication - Phone","S",53,40,3407,1,NA,NA,"truth",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",24,"Reel - Rod","S",54,20,3602,1,NA,NA,"talk",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",84,"Tick - Flea","S",55,20,2359,1,NA,NA,"pull",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",61,"Noise - Loud","S",56,20,3784,1,NA,NA,"flea",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",76,"Have - Own","S",57,0,3278,1,NA,NA,"sound",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",7,"Temper - Tantrum","S",58,0,8889,1,NA,NA,"mad",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",14,"Tan - Sun","S",59,0,3124,1,NA,NA,"not",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",81,"Maroon - Justice","U",60,10,4808,1,NA,NA,"bed",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",33,"Cloth - Stretch","U",61,20,3329,1,NA,NA,"five",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",12,"Election - Maze","U",62,0,1845,1,NA,NA,"dress",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",55,"Charm - Vehicle","U",63,5,2988,1,NA,NA,"rare",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",8,"Obtain - Meat","U",64,2,3034,1,NA,NA,"vote",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",17,"Able - Crackle","U",65,10,8806,1,NA,NA,"vehicle",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",47,"Shake - Shell","U",66,5,4004,1,NA,NA,"grab",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",64,"Fiction - Listen","U",67,0,3021,1,NA,NA,"can",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",73,"Joke - Keys","U",68,20,3676,1,NA,NA,"milk",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",38,"Hate - Name","U",69,10,3659,1,NA,NA,"nonfiction",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",16,"Bang - Fuzzy","U",70,22,9185,1,NA,NA,"funny",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",30,"Clear - Moat","U",71,0,3257,1,NA,NA,"shirt",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",25,"Wet - Dry","S",72,40,2990,1,NA,NA,"envy",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",41,"Steak - Give","U",73,2,2088,1,NA,NA,"pow",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",34,"Late - Early","U",74,0,3333,1,NA,NA,"day",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",20,"Toil - Lease","U",75,1,3916,1,NA,NA,"foil",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",13,"Sign - Loan","U",76,0,2069,1,NA,NA,"walk",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",32,"Ounce - Both","U",77,30,4263,1,NA,NA,"pound",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",36,"Morning - Temperature","U",78,0,1837,1,NA,NA,"evening",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",40,"Children - Mirror","U",79,2,3451,1,NA,NA,"child",1,"recallproc2"
"D_JOL C 2",116,1,"BlockProc2","Block2",70,"Main - Scar","U",80,5,6592,1,NA,NA,"side",1,"recallproc2"
"D_JOL C 2",119,1,"BlockProc2","Block2",38,"Flip - Turn","F",1,20,2587,1,NA,NA,"around",1,"recallproc2"
"D_JOL C 2",119,1,"BlockProc2","Block2",59,"Windshield - Car","F",2,100,1259,1,NA,NA,"car",1,"recallproc2"
"D_JOL C 2",119,1,"BlockProc2","Block2",39,"Villain - Bad","F",3,100,2383,1,NA,NA,"bad",1,"recallproc2"
"D_JOL C 2",119,1,"BlockProc2","Block2",58,"Penguin - Bird","F",4,100,2023,1,NA,NA,"bird",1,"recallproc2"
"D_JOL C 2",119,1,"BlockProc2","Block2",53,"Actress - Star","F",5,100,1264,1,NA,NA,"star",1,"recallproc2"
"D_JOL C 2",119,1,"BlockProc2","Block2",40,"Thimble - Thread","F",6,80,3057,1,NA,NA,"thread",1,"recallproc2"
"D_JOL C 2",119,1,"BlockProc2","Block2",76,"Revenge - Even","F",7,100,2062,1,NA,NA,"beat",1,"recallproc2"
