"Subject","Condition","JOL","Recall","Direction","ex"
20,"D",90,100,"F",1
20,"D",100,100,"F",1
20,"D",90,100,"F",1
20,"D",100,100,"F",1
20,"D",100,0,"F",1
20,"D",78,100,"B",1
20,"D",100,100,"B",1
20,"D",100,0,"B",1
20,"D",98,100,"B",1
20,"D",89,0,"B",1
20,"D",100,0,"B",1
20,"D",100,100,"B",1
20,"D",90,0,"B",1
20,"D",89,100,"B",1
20,"D",45,100,"B",1
20,"D",100,0,"B",1
20,"D",0,0,"B",1
20,"D",100,100,"B",1
20,"D",100,100,"B",1
20,"D",100,100,"B",1
20,"D",34,0,"B",1
20,"D",0,0,"B",1
20,"D",39,0,"B",1
20,"D",56,0,"B",1
20,"D",87,0,"B",1
20,"D",100,0,"S",1
20,"D",97,0,"S",1
20,"D",76,100,"S",1
20,"D",89,0,"S",1
20,"D",87,0,"S",1
20,"D",100,100,"S",1
20,"D",98,100,"S",1
20,"D",100,100,"S",1
20,"D",26,100,"S",1
20,"D",100,100,"S",1
20,"D",100,0,"S",1
20,"D",89,0,"S",1
20,"D",23,100,"S",1
20,"D",18,0,"S",1
20,"D",96,100,"S",1
20,"D",100,100,"S",1
20,"D",97,100,"S",1
20,"D",100,0,"S",1
20,"D",93,100,"S",1
20,"D",100,100,"S",1
20,"D",24,0,"U",1
20,"D",24,0,"U",1
20,"D",56,100,"U",1
20,"D",56,100,"U",1
20,"D",96,100,"U",1
20,"D",45,100,"U",1
20,"D",45,100,"U",1
20,"D",90,100,"U",1
20,"D",95,100,"U",1
20,"D",35,100,"U",1
20,"D",45,100,"U",1
20,"D",98,100,"U",1
20,"D",34,100,"U",1
20,"D",45,100,"U",1
20,"D",25,100,"U",1
20,"D",24,100,"U",1
20,"D",27,100,"U",1
20,"D",26,100,"U",1
20,"D",34,100,"U",1
20,"D",54,100,"U",1
24,"D",75,100,"F",1
24,"D",50,100,"F",1
24,"D",75,0,"F",1
24,"D",50,100,"F",1
24,"D",50,100,"F",1
24,"D",50,100,"F",1
24,"D",50,0,"F",1
24,"D",50,100,"F",1
24,"D",75,100,"F",1
24,"D",75,100,"F",1
24,"D",50,100,"F",1
24,"D",50,100,"F",1
24,"D",50,100,"F",1
24,"D",75,0,"F",1
24,"D",50,100,"F",1
24,"D",50,100,"F",1
24,"D",75,100,"F",1
24,"D",50,0,"F",1
24,"D",75,100,"F",1
24,"D",75,100,"F",1
24,"D",25,0,"B",1
24,"D",75,100,"B",1
24,"D",50,0,"B",1
24,"D",50,100,"B",1
24,"D",50,0,"B",1
24,"D",75,100,"B",1
24,"D",25,0,"B",1
24,"D",50,0,"B",1
24,"D",50,100,"B",1
24,"D",50,0,"B",1
24,"D",75,0,"B",1
24,"D",75,100,"B",1
24,"D",75,0,"B",1
24,"D",50,0,"B",1
24,"D",75,100,"B",1
24,"D",50,100,"B",1
24,"D",50,0,"B",1
24,"D",50,0,"B",1
24,"D",50,0,"B",1
24,"D",75,100,"B",1
24,"D",75,100,"S",1
24,"D",75,100,"S",1
24,"D",75,100,"S",1
24,"D",75,100,"S",1
24,"D",50,100,"S",1
24,"D",50,100,"S",1
24,"D",76,100,"S",1
24,"D",75,0,"S",1
24,"D",50,100,"S",1
24,"D",75,100,"S",1
24,"D",50,100,"S",1
24,"D",75,100,"S",1
24,"D",50,0,"S",1
24,"D",50,100,"S",1
24,"D",50,100,"S",1
24,"D",75,100,"S",1
24,"D",25,0,"S",1
24,"D",75,100,"S",1
24,"D",75,100,"S",1
24,"D",25,0,"U",1
24,"D",25,0,"U",1
24,"D",25,0,"U",1
24,"D",25,0,"U",1
24,"D",25,100,"U",1
24,"D",25,0,"U",1
24,"D",25,100,"U",1
24,"D",25,0,"U",1
24,"D",25,0,"U",1
24,"D",50,0,"U",1
24,"D",0,0,"U",1
24,"D",25,0,"U",1
24,"D",75,0,"S",1
24,"D",25,0,"U",1
24,"D",25,100,"U",1
24,"D",25,0,"U",1
24,"D",25,0,"U",1
24,"D",25,0,"U",1
24,"D",50,100,"U",1
24,"D",25,0,"U",1
24,"D",25,0,"U",1
24,"D",50,0,"F",1
24,"D",50,100,"F",1
24,"D",50,100,"F",1
24,"D",25,100,"F",1
24,"D",50,100,"F",1
24,"D",50,0,"F",1
24,"D",50,0,"F",1
24,"D",50,100,"F",1
24,"D",50,0,"F",1
24,"D",75,0,"F",1
24,"D",25,100,"F",1
24,"D",75,100,"F",1
24,"D",75,0,"F",1
24,"D",75,100,"F",1
24,"D",50,100,"F",1
24,"D",75,100,"F",1
24,"D",50,100,"F",1
24,"D",50,100,"F",1
24,"D",75,100,"F",1
24,"D",50,100,"F",1
24,"D",50,100,"B",1
24,"D",75,100,"B",1
24,"D",50,100,"B",1
24,"D",75,0,"B",1
24,"D",50,0,"B",1
24,"D",25,0,"B",1
24,"D",50,0,"B",1
24,"D",50,0,"B",1
24,"D",75,100,"B",1
24,"D",50,100,"B",1
24,"D",75,0,"B",1
24,"D",50,0,"B",1
24,"D",75,100,"B",1
24,"D",50,100,"B",1
24,"D",75,100,"B",1
24,"D",75,100,"B",1
24,"D",75,100,"B",1
24,"D",75,0,"B",1
24,"D",50,100,"B",1
24,"D",50,100,"B",1
24,"D",75,100,"S",1
24,"D",50,100,"S",1
24,"D",50,100,"S",1
24,"D",50,0,"S",1
24,"D",50,100,"S",1
24,"D",50,0,"S",1
24,"D",50,0,"S",1
24,"D",50,100,"S",1
24,"D",50,0,"S",1
24,"D",50,100,"S",1
24,"D",75,100,"S",1
24,"D",75,100,"S",1
24,"D",75,100,"S",1
24,"D",50,100,"S",1
24,"D",50,0,"S",1
24,"D",50,0,"S",1
24,"D",50,100,"S",1
24,"D",50,100,"S",1
24,"D",50,100,"S",1
24,"D",75,100,"S",1
24,"D",25,0,"U",1
24,"D",25,0,"U",1
24,"D",25,0,"U",1
24,"D",25,0,"U",1
24,"D",25,0,"U",1
24,"D",25,0,"U",1
24,"D",50,100,"U",1
24,"D",25,0,"U",1
24,"D",25,100,"U",1
24,"D",25,0,"U",1
24,"D",25,0,"U",1
24,"D",25,0,"U",1
24,"D",50,0,"U",1
24,"D",25,100,"U",1
24,"D",25,0,"U",1
24,"D",25,100,"U",1
24,"D",25,0,"U",1
24,"D",25,0,"U",1
24,"D",25,0,"U",1
24,"D",25,100,"U",1
109,"A",30,0,"F",1
109,"A",20,0,"F",1
109,"A",90,100,"F",1
109,"A",90,0,"F",1
109,"A",30,0,"F",1
109,"A",90,100,"F",1
109,"A",60,100,"F",1
109,"A",90,100,"F",1
109,"A",80,0,"F",1
109,"A",90,100,"F",1
109,"A",90,100,"F",1
109,"A",90,0,"F",1
109,"A",30,100,"F",1
109,"A",80,100,"F",1
109,"A",90,100,"F",1
109,"A",80,100,"F",1
109,"A",70,100,"F",1
109,"A",90,100,"F",1
109,"A",80,100,"F",1
109,"A",90,100,"F",1
109,"A",60,0,"B",1
109,"A",90,0,"B",1
109,"A",90,0,"B",1
109,"A",80,100,"B",1
109,"A",30,0,"B",1
109,"A",90,100,"B",1
109,"A",10,0,"B",1
109,"A",80,0,"B",1
109,"A",90,0,"B",1
109,"A",50,0,"B",1
109,"A",80,0,"B",1
109,"A",90,0,"B",1
109,"A",100,100,"B",1
109,"A",90,100,"B",1
109,"A",90,0,"B",1
109,"A",90,0,"B",1
109,"A",40,100,"B",1
109,"A",50,100,"B",1
109,"A",90,100,"B",1
109,"A",90,100,"B",1
109,"A",90,0,"S",1
109,"A",90,100,"S",1
109,"A",60,100,"S",1
109,"A",90,0,"S",1
109,"A",90,100,"S",1
109,"A",10,0,"S",1
109,"A",90,0,"S",1
109,"A",90,0,"S",1
109,"A",80,0,"S",1
109,"A",90,100,"S",1
109,"A",90,100,"S",1
109,"A",90,100,"S",1
109,"A",90,100,"S",1
109,"A",50,0,"S",1
109,"A",90,100,"S",1
109,"A",90,100,"S",1
109,"A",90,0,"S",1
109,"A",90,0,"S",1
109,"A",90,100,"S",1
109,"A",90,100,"S",1
109,"A",10,0,"U",1
109,"A",70,0,"U",1
109,"A",10,0,"U",1
109,"A",10,0,"U",1
109,"A",10,0,"U",1
109,"A",10,0,"U",1
109,"A",0,100,"U",1
109,"A",20,0,"U",1
109,"A",10,0,"U",1
109,"A",10,0,"U",1
109,"A",10,0,"U",1
109,"A",10,0,"U",1
109,"A",10,0,"U",1
109,"A",1,0,"U",1
109,"A",20,0,"U",1
109,"A",10,0,"U",1
109,"A",10,0,"U",1
109,"A",10,0,"U",1
109,"A",10,0,"U",1
109,"A",10,0,"U",1
109,"A",90,100,"F",1
109,"A",65,0,"F",1
109,"A",80,0,"F",1
109,"A",50,100,"F",1
109,"A",80,0,"F",1
109,"A",40,0,"F",1
109,"A",60,100,"F",1
109,"A",80,100,"F",1
109,"A",80,100,"F",1
109,"A",90,100,"F",1
109,"A",30,0,"F",1
109,"A",75,100,"F",1
109,"A",70,100,"F",1
109,"A",70,0,"F",1
109,"A",85,100,"F",1
109,"A",85,0,"F",1
109,"A",80,100,"F",1
109,"A",85,100,"F",1
109,"A",80,100,"F",1
109,"A",90,100,"F",1
109,"A",50,100,"B",1
109,"A",80,0,"B",1
109,"A",60,100,"B",1
109,"A",40,0,"B",1
109,"A",60,100,"B",1
109,"A",60,100,"B",1
109,"A",90,0,"B",1
109,"A",40,0,"B",1
109,"A",45,100,"B",1
109,"A",80,0,"B",1
109,"A",60,100,"B",1
109,"A",65,0,"B",1
109,"A",60,0,"B",1
109,"A",70,0,"B",1
109,"A",90,0,"B",1
109,"A",80,100,"B",1
109,"A",90,100,"B",1
109,"A",85,0,"B",1
109,"A",75,100,"B",1
109,"A",85,0,"B",1
109,"A",90,0,"S",1
109,"A",45,0,"S",1
109,"A",50,0,"S",1
109,"A",60,100,"S",1
109,"A",80,100,"S",1
109,"A",75,0,"S",1
109,"A",60,100,"S",1
109,"A",90,100,"S",1
109,"A",90,100,"S",1
109,"A",75,100,"S",1
109,"A",90,100,"S",1
109,"A",90,100,"S",1
109,"A",80,100,"S",1
109,"A",90,0,"S",1
109,"A",90,100,"S",1
109,"A",90,0,"S",1
109,"A",85,100,"S",1
109,"A",90,100,"S",1
109,"A",75,100,"S",1
109,"A",80,100,"S",1
109,"A",10,0,"U",1
109,"A",20,0,"U",1
109,"A",10,0,"U",1
109,"A",10,0,"U",1
109,"A",25,0,"U",1
109,"A",20,0,"U",1
109,"A",10,0,"U",1
109,"A",10,0,"U",1
109,"A",25,0,"U",1
109,"A",20,0,"U",1
109,"A",25,0,"U",1
109,"A",10,0,"U",1
109,"A",10,0,"U",1
109,"A",25,0,"U",1
109,"A",10,0,"U",1
109,"A",10,0,"U",1
109,"A",10,0,"U",1
109,"A",20,0,"U",1
109,"A",20,0,"U",1
109,"A",10,0,"U",1
73,"A",72,100,"F",2
73,"A",100,100,"F",2
73,"A",12,100,"F",2
73,"A",100,100,"F",2
73,"A",100,100,"F",2
73,"A",100,100,"F",2
73,"A",78,100,"F",2
73,"A",86,100,"F",2
73,"A",95,100,"F",2
73,"A",79,100,"F",2
73,"A",90,0,"F",2
73,"A",89,100,"F",2
73,"A",100,100,"F",2
73,"A",50,100,"F",2
73,"A",83,100,"F",2
73,"A",78,100,"F",2
73,"A",64,100,"F",2
73,"A",28,100,"F",2
73,"A",95,100,"F",2
73,"A",25,100,"F",2
73,"A",75,100,"B",2
73,"A",97,100,"B",2
73,"A",99,100,"B",2
73,"A",99,0,"B",2
73,"A",20,100,"B",2
73,"A",11,100,"B",2
73,"A",12,100,"B",2
73,"A",50,0,"B",2
73,"A",95,100,"B",2
73,"A",95,100,"B",2
73,"A",90,100,"B",2
73,"A",95,0,"B",2
73,"A",100,100,"B",2
73,"A",70,100,"B",2
73,"A",77,100,"B",2
73,"A",99,0,"B",2
73,"A",99,100,"B",2
73,"A",99,100,"B",2
73,"A",100,100,"B",2
73,"A",98,0,"B",2
73,"A",89,100,"S",2
73,"A",30,0,"S",2
73,"A",45,0,"S",2
73,"A",67,100,"S",2
73,"A",32,100,"S",2
73,"A",90,100,"S",2
73,"A",100,0,"S",2
73,"A",100,100,"S",2
73,"A",99,100,"S",2
73,"A",100,100,"S",2
73,"A",88,100,"S",2
73,"A",98,100,"S",2
73,"A",45,100,"S",2
73,"A",100,100,"S",2
73,"A",90,100,"S",2
73,"A",98,100,"S",2
73,"A",88,100,"S",2
73,"A",7,100,"S",2
73,"A",0,100,"S",2
73,"A",0,100,"S",2
73,"A",2,0,"U",2
73,"A",21,0,"U",2
73,"A",5,0,"U",2
73,"A",10,100,"U",2
73,"A",5,0,"U",2
73,"A",15,0,"U",2
73,"A",35,0,"U",2
73,"A",4,0,"U",2
73,"A",2,0,"U",2
73,"A",2,0,"U",2
73,"A",4,0,"U",2
73,"A",0,0,"U",2
73,"A",2,0,"U",2
73,"A",5,0,"U",2
73,"A",3,0,"U",2
73,"A",2,0,"U",2
73,"A",0,0,"U",2
73,"A",70,0,"U",2
73,"A",0,0,"U",2
73,"A",75,0,"U",2
77,"A",90,100,"F",2
77,"A",78,100,"F",2
77,"A",100,100,"F",2
77,"A",100,100,"F",2
77,"A",90,100,"F",2
77,"A",78,0,"F",2
77,"A",76,0,"F",2
77,"A",95,100,"F",2
77,"A",99,100,"F",2
77,"A",40,100,"F",2
77,"A",56,100,"F",2
77,"A",28,100,"F",2
77,"A",90,100,"F",2
77,"A",65,100,"F",2
77,"A",76,100,"F",2
77,"A",99,100,"F",2
77,"A",99,100,"F",2
77,"A",89,100,"F",2
77,"A",34,100,"F",2
77,"A",24,100,"F",2
77,"A",43,100,"B",2
77,"A",13,0,"B",2
77,"A",70,100,"B",2
77,"A",9,0,"B",2
77,"A",67,0,"B",2
77,"A",55,100,"B",2
77,"A",94,0,"B",2
77,"A",100,100,"B",2
77,"A",48,100,"B",2
77,"A",60,0,"B",2
77,"A",78,0,"B",2
77,"A",89,0,"B",2
77,"A",99,0,"B",2
77,"A",80,0,"B",2
77,"A",88,0,"B",2
77,"A",70,100,"B",2
77,"A",76,0,"B",2
77,"A",56,100,"B",2
77,"A",93,100,"B",2
77,"A",77,0,"B",2
77,"A",76,100,"S",2
77,"A",98,0,"S",2
77,"A",98,0,"S",2
77,"A",87,100,"S",2
77,"A",78,100,"S",2
77,"A",88,0,"S",2
77,"A",90,0,"S",2
77,"A",70,100,"S",2
77,"A",55,100,"S",2
77,"A",67,100,"S",2
77,"A",10,100,"S",2
77,"A",89,0,"S",2
77,"A",48,100,"S",2
77,"A",64,100,"S",2
77,"A",80,100,"S",2
77,"A",2,100,"S",2
77,"A",75,100,"S",2
77,"A",3,100,"S",2
77,"A",56,0,"S",2
77,"A",2,100,"S",2
77,"A",2,0,"U",2
77,"A",2,0,"U",2
77,"A",12,0,"U",2
77,"A",65,0,"U",2
77,"A",17,0,"U",2
77,"A",14,0,"U",2
77,"A",75,0,"U",2
77,"A",5,0,"U",2
77,"A",6,0,"U",2
77,"A",12,100,"U",2
77,"A",1,0,"U",2
77,"A",66,0,"U",2
77,"A",56,0,"U",2
77,"A",3,0,"U",2
77,"A",9,0,"U",2
77,"A",20,0,"U",2
77,"A",3,0,"U",2
77,"A",98,0,"U",2
77,"A",3,100,"U",2
77,"A",89,0,"U",2
81,"A",100,100,"F",2
81,"A",70,100,"F",2
81,"A",70,100,"F",2
81,"A",100,100,"F",2
81,"A",100,100,"F",2
81,"A",30,100,"F",2
81,"A",100,100,"F",2
81,"A",95,0,"F",2
81,"A",97,100,"F",2
81,"A",100,100,"F",2
81,"A",95,0,"F",2
81,"A",50,100,"F",2
81,"A",100,100,"F",2
81,"A",100,100,"F",2
81,"A",100,100,"F",2
81,"A",92,100,"F",2
81,"A",50,100,"F",2
81,"A",75,100,"F",2
81,"A",100,100,"F",2
81,"A",80,100,"F",2
81,"A",100,100,"B",2
81,"A",85,100,"B",2
81,"A",96,100,"B",2
81,"A",100,0,"B",2
81,"A",73,100,"B",2
81,"A",100,100,"B",2
81,"A",55,100,"B",2
81,"A",77,0,"B",2
81,"A",100,100,"B",2
81,"A",100,100,"B",2
81,"A",50,100,"B",2
81,"A",100,100,"B",2
81,"A",89,0,"B",2
81,"A",23,0,"B",2
81,"A",62,0,"B",2
81,"A",100,100,"B",2
81,"A",100,100,"B",2
81,"A",100,100,"B",2
81,"A",95,100,"B",2
81,"A",100,100,"B",2
81,"A",100,100,"S",2
81,"A",100,100,"S",2
81,"A",88,0,"S",2
81,"A",100,100,"S",2
81,"A",97,0,"S",2
81,"A",55,100,"S",2
81,"A",0,0,"S",2
81,"A",60,100,"S",2
81,"A",100,100,"S",2
81,"A",89,0,"S",2
81,"A",100,100,"S",2
81,"A",100,100,"S",2
81,"A",50,100,"S",2
81,"A",100,100,"S",2
81,"A",100,100,"S",2
81,"A",100,100,"S",2
81,"A",90,100,"S",2
81,"A",0,100,"S",2
81,"A",0,100,"S",2
81,"A",15,100,"S",2
81,"A",32,0,"U",2
81,"A",40,0,"U",2
81,"A",25,100,"U",2
81,"A",0,100,"U",2
81,"A",20,0,"U",2
81,"A",1,0,"U",2
81,"A",60,100,"U",2
81,"A",22,0,"U",2
81,"A",30,0,"U",2
81,"A",45,100,"U",2
81,"A",8,100,"U",2
81,"A",20,0,"U",2
81,"A",10,0,"U",2
81,"A",0,0,"U",2
81,"A",2,0,"U",2
81,"A",5,0,"U",2
81,"A",0,0,"U",2
81,"A",78,0,"U",2
81,"A",10,0,"U",2
81,"A",75,0,"U",2
85,"A",100,100,"F",2
85,"A",80,100,"F",2
85,"A",91,100,"F",2
85,"A",100,100,"F",2
85,"A",96,0,"F",2
85,"A",88,100,"F",2
85,"A",100,0,"F",2
85,"A",74,100,"F",2
85,"A",74,100,"F",2
85,"A",100,100,"F",2
85,"A",92,100,"F",2
85,"A",55,100,"F",2
85,"A",100,100,"F",2
85,"A",70,100,"F",2
85,"A",100,100,"F",2
85,"A",100,100,"F",2
85,"A",100,100,"F",2
85,"A",70,100,"F",2
85,"A",12,100,"F",2
85,"A",50,100,"F",2
85,"A",77,0,"B",2
85,"A",100,0,"B",2
85,"A",100,100,"B",2
85,"A",1,0,"B",2
85,"A",10,100,"B",2
85,"A",55,0,"B",2
85,"A",100,100,"B",2
85,"A",100,100,"B",2
85,"A",60,0,"B",2
85,"A",87,100,"B",2
85,"A",100,100,"B",2
85,"A",100,100,"B",2
85,"A",100,0,"B",2
85,"A",95,100,"B",2
85,"A",50,0,"B",2
85,"A",100,100,"B",2
85,"A",100,100,"B",2
85,"A",100,100,"B",2
85,"A",100,100,"B",2
85,"A",100,100,"B",2
85,"A",100,100,"S",2
85,"A",100,100,"S",2
85,"A",100,0,"S",2
85,"A",90,100,"S",2
85,"A",100,100,"S",2
85,"A",99,100,"S",2
85,"A",80,100,"S",2
85,"A",100,100,"S",2
85,"A",100,100,"S",2
85,"A",100,100,"S",2
85,"A",10,0,"S",2
85,"A",65,100,"S",2
85,"A",100,100,"S",2
85,"A",100,100,"S",2
85,"A",83,100,"S",2
85,"A",30,100,"S",2
85,"A",89,100,"S",2
85,"A",2,100,"S",2
85,"A",30,100,"S",2
85,"A",12,100,"S",2
85,"A",1,0,"U",2
85,"A",1,0,"U",2
85,"A",44,0,"U",2
85,"A",36,0,"U",2
85,"A",20,0,"U",2
85,"A",12,0,"U",2
85,"A",100,0,"U",2
85,"A",2,0,"U",2
85,"A",34,100,"U",2
85,"A",23,0,"U",2
85,"A",20,0,"U",2
85,"A",20,0,"U",2
85,"A",60,0,"U",2
85,"A",30,0,"U",2
85,"A",49,0,"U",2
85,"A",15,0,"U",2
85,"A",2,0,"U",2
85,"A",100,0,"U",2
85,"A",85,0,"U",2
85,"A",89,0,"U",2
89,"A",100,0,"F",2
89,"A",75,100,"F",2
89,"A",80,0,"F",2
89,"A",100,0,"F",2
89,"A",90,100,"F",2
89,"A",100,0,"F",2
89,"A",100,0,"F",2
89,"A",80,0,"F",2
89,"A",75,0,"F",2
89,"A",100,100,"F",2
89,"A",100,0,"F",2
89,"A",100,100,"F",2
89,"A",100,0,"F",2
89,"A",100,100,"F",2
89,"A",100,100,"F",2
89,"A",100,0,"F",2
89,"A",95,100,"F",2
89,"A",100,100,"F",2
89,"A",100,100,"F",2
89,"A",100,100,"F",2
89,"A",80,100,"B",2
89,"A",100,0,"B",2
89,"A",100,100,"B",2
89,"A",100,0,"B",2
89,"A",90,0,"B",2
89,"A",100,100,"B",2
89,"A",75,100,"B",2
89,"A",80,100,"B",2
89,"A",75,100,"B",2
89,"A",100,0,"B",2
89,"A",95,0,"B",2
89,"A",100,0,"B",2
89,"A",100,0,"B",2
89,"A",75,0,"B",2
89,"A",80,0,"B",2
89,"A",100,0,"B",2
89,"A",80,0,"B",2
89,"A",100,0,"B",2
89,"A",100,100,"B",2
89,"A",80,0,"B",2
89,"A",100,100,"S",2
89,"A",100,100,"S",2
89,"A",80,0,"S",2
89,"A",100,0,"S",2
89,"A",100,0,"S",2
89,"A",75,0,"S",2
89,"A",100,100,"S",2
89,"A",80,100,"S",2
89,"A",100,100,"S",2
89,"A",100,100,"S",2
89,"A",95,0,"S",2
89,"A",90,100,"S",2
89,"A",80,100,"S",2
89,"A",100,100,"S",2
89,"A",80,0,"S",2
89,"A",100,100,"S",2
89,"A",100,100,"S",2
89,"A",25,100,"S",2
89,"A",25,0,"S",2
89,"A",25,100,"S",2
89,"A",25,0,"U",2
89,"A",25,0,"U",2
89,"A",25,0,"U",2
89,"A",50,0,"U",2
89,"A",50,0,"U",2
89,"A",25,0,"U",2
89,"A",50,0,"U",2
89,"A",75,0,"U",2
89,"A",50,0,"U",2
89,"A",50,0,"U",2
89,"A",50,0,"U",2
89,"A",25,0,"U",2
89,"A",25,0,"U",2
89,"A",50,0,"U",2
89,"A",25,0,"U",2
89,"A",50,0,"U",2
89,"A",75,0,"U",2
89,"A",100,0,"U",2
89,"A",25,0,"U",2
89,"A",100,0,"U",2
93,"A",50,100,"F",2
93,"A",80,100,"F",2
93,"A",50,100,"F",2
93,"A",95,100,"F",2
93,"A",80,100,"F",2
93,"A",50,0,"F",2
93,"A",25,0,"F",2
93,"A",95,100,"F",2
93,"A",50,100,"F",2
93,"A",95,100,"F",2
93,"A",80,100,"F",2
93,"A",50,100,"F",2
93,"A",95,100,"F",2
93,"A",90,100,"F",2
93,"A",80,100,"F",2
93,"A",95,100,"F",2
93,"A",85,100,"F",2
93,"A",80,100,"F",2
93,"A",50,100,"F",2
93,"A",25,100,"F",2
93,"A",95,100,"B",2
93,"A",95,100,"B",2
93,"A",50,100,"B",2
93,"A",50,0,"B",2
93,"A",50,0,"B",2
93,"A",80,0,"B",2
93,"A",95,0,"B",2
93,"A",80,0,"B",2
93,"A",80,100,"B",2
93,"A",95,0,"B",2
93,"A",95,100,"B",2
93,"A",95,100,"B",2
93,"A",50,0,"B",2
93,"A",95,0,"B",2
93,"A",80,0,"B",2
93,"A",85,100,"B",2
93,"A",100,100,"B",2
93,"A",100,100,"B",2
93,"A",95,100,"B",2
93,"A",50,100,"B",2
93,"A",50,100,"S",2
93,"A",50,100,"S",2
93,"A",100,100,"S",2
93,"A",80,100,"S",2
93,"A",95,100,"S",2
93,"A",95,0,"S",2
93,"A",95,100,"S",2
93,"A",90,100,"S",2
93,"A",85,100,"S",2
93,"A",50,100,"S",2
93,"A",50,100,"S",2
93,"A",80,100,"S",2
93,"A",95,100,"S",2
93,"A",50,100,"S",2
93,"A",80,100,"S",2
93,"A",0,100,"S",2
93,"A",100,100,"S",2
93,"A",0,100,"S",2
93,"A",50,100,"S",2
93,"A",25,100,"S",2
93,"A",25,0,"U",2
93,"A",50,0,"U",2
93,"A",0,0,"U",2
93,"A",50,100,"U",2
93,"A",25,0,"U",2
93,"A",15,100,"U",2
93,"A",80,100,"U",2
93,"A",25,100,"U",2
93,"A",50,0,"U",2
93,"A",10,100,"U",2
93,"A",20,0,"U",2
93,"A",25,100,"U",2
93,"A",50,100,"U",2
93,"A",25,100,"U",2
93,"A",50,0,"U",2
93,"A",25,0,"U",2
93,"A",50,100,"U",2
93,"A",90,0,"U",2
93,"A",90,0,"U",2
93,"A",80,0,"U",2
97,"A",100,100,"F",2
97,"A",100,100,"F",2
97,"A",100,100,"F",2
97,"A",100,100,"F",2
97,"A",50,100,"F",2
97,"A",0,100,"F",2
97,"A",50,100,"F",2
97,"A",100,100,"F",2
97,"A",75,100,"F",2
97,"A",100,100,"F",2
97,"A",50,100,"F",2
97,"A",100,100,"F",2
97,"A",100,100,"F",2
97,"A",75,100,"F",2
97,"A",100,100,"F",2
97,"A",75,100,"F",2
97,"A",75,100,"F",2
97,"A",100,100,"F",2
97,"A",100,100,"F",2
97,"A",100,100,"F",2
97,"A",100,100,"B",2
97,"A",100,0,"B",2
97,"A",75,0,"B",2
97,"A",100,0,"B",2
97,"A",50,100,"B",2
97,"A",100,100,"B",2
97,"A",100,100,"B",2
97,"A",100,100,"B",2
97,"A",50,100,"B",2
97,"A",100,100,"B",2
97,"A",100,100,"B",2
97,"A",100,0,"B",2
97,"A",100,100,"B",2
97,"A",50,0,"B",2
97,"A",100,0,"B",2
97,"A",100,100,"B",2
97,"A",100,100,"B",2
97,"A",50,0,"B",2
97,"A",75,100,"B",2
97,"A",100,100,"B",2
97,"A",100,100,"S",2
97,"A",100,100,"S",2
97,"A",100,0,"S",2
97,"A",100,100,"S",2
97,"A",75,100,"S",2
97,"A",75,100,"S",2
97,"A",100,100,"S",2
97,"A",75,100,"S",2
97,"A",100,100,"S",2
97,"A",100,0,"S",2
97,"A",100,100,"S",2
97,"A",100,100,"S",2
97,"A",100,100,"S",2
97,"A",100,100,"S",2
97,"A",100,100,"S",2
97,"A",100,100,"S",2
97,"A",100,100,"S",2
97,"A",0,100,"S",2
97,"A",0,100,"S",2
97,"A",0,100,"S",2
97,"A",25,0,"U",2
97,"A",25,0,"U",2
97,"A",25,100,"U",2
97,"A",25,100,"U",2
97,"A",25,0,"U",2
97,"A",25,100,"U",2
97,"A",25,100,"U",2
97,"A",25,0,"U",2
97,"A",0,100,"U",2
97,"A",25,100,"U",2
97,"A",0,100,"U",2
97,"A",0,100,"U",2
97,"A",25,0,"U",2
97,"A",0,100,"U",2
97,"A",25,100,"U",2
97,"A",25,0,"U",2
97,"A",0,100,"U",2
97,"A",100,0,"U",2
97,"A",25,100,"U",2
97,"A",75,100,"U",2
101,"A",100,0,"F",2
101,"A",75,0,"F",2
101,"A",100,100,"F",2
101,"A",100,0,"F",2
101,"A",100,0,"F",2
101,"A",75,0,"F",2
101,"A",0,0,"F",2
101,"A",25,0,"F",2
101,"A",100,0,"F",2
101,"A",50,100,"F",2
101,"A",75,100,"F",2
101,"A",50,100,"F",2
101,"A",100,0,"F",2
101,"A",50,100,"F",2
101,"A",50,100,"F",2
101,"A",100,0,"F",2
101,"A",100,0,"F",2
101,"A",75,100,"F",2
101,"A",25,0,"F",2
101,"A",50,100,"F",2
101,"A",50,100,"B",2
101,"A",100,100,"B",2
101,"A",50,100,"B",2
101,"A",100,0,"B",2
101,"A",100,100,"B",2
101,"A",75,100,"B",2
101,"A",100,100,"B",2
101,"A",100,100,"B",2
101,"A",100,100,"B",2
101,"A",75,100,"B",2
101,"A",50,0,"B",2
101,"A",100,100,"B",2
101,"A",100,0,"B",2
101,"A",100,100,"B",2
101,"A",75,0,"B",2
101,"A",100,100,"B",2
101,"A",100,100,"B",2
101,"A",0,100,"B",2
101,"A",75,100,"B",2
101,"A",100,100,"B",2
101,"A",50,100,"S",2
101,"A",50,0,"S",2
101,"A",100,0,"S",2
101,"A",75,100,"S",2
101,"A",100,0,"S",2
101,"A",100,0,"S",2
101,"A",100,100,"S",2
101,"A",100,100,"S",2
101,"A",50,100,"S",2
101,"A",100,100,"S",2
101,"A",0,100,"S",2
101,"A",100,100,"S",2
101,"A",100,100,"S",2
